Record number	ORF	Batch	Collection	Plate	Row	Col	Comment
35253	YLR344W	chr12_5	Hom Dip	15	F	9	
35254	YLR345W	chr12_5	Hom Dip	15	F	10	
35257	YLR348C	chr12_5	Hom Dip	15	F	11	
35258	YLR349W	chr12_5	Hom Dip	15	F	12	
35259	YLR350W	chr12_5	Hom Dip	15	G	1	
35260	YLR351C	chr12_5	Hom Dip	15	G	2	
35261	YLR352W	chr12_5	Hom Dip	15	G	3	
35262	YLR353W	chr12_5	Hom Dip	15	G	4	
35263	YLR354C	chr12_5	Hom Dip	15	G	5	
35265	YLR356W	chr12_5	Hom Dip	15	G	6	
35266	YLR357W	chr12_5	Hom Dip	15	G	7	
35269	YLR360W	chr12_5	Hom Dip	15	G	8	
35272	YLR363C	chr12_5	Hom Dip	15	G	9	
35273	YLR364W	chr12_5	Hom Dip	15	G	10	
35274	YLR365W	chr12_5	Hom Dip	15	G	11	
35275	YLR366W	chr12_5	Hom Dip	15	G	12	
35276	YLR367W	chr12_5	Hom Dip	15	H	1	
35277	YLR368W	chr12_5	Hom Dip	15	H	2	
35278	YLR369W	chr12_5	Hom Dip	15	H	3	Uncharacterized content
35280	YLR371W	chr12_5	Hom Dip	15	H	4	
35281	YLR372W	chr12_5	Hom Dip	15	H	5	
35282	YLR373C	chr12_5	Hom Dip	15	H	6	
35283	YLR374C	chr12_5	Hom Dip	15	H	7	
35284	YLR375W	chr12_5	Hom Dip	15	H	8	
35285	YLR376C	chr12_5	Hom Dip	15	H	9	
35286	YLR377C	chr12_5	Hom Dip	15	H	10	
35289	YLR380W	chr12_5	Hom Dip	15	H	11	
35290	YLR381W	chr12_5	Hom Dip	15	H	12	
35293	YLR384C	chr12_5	Hom Dip	16	A	1	
35294	YLR385C	chr12_5	Hom Dip	16	A	2	Uncharacterized content
35295	YLR386W	chr12_5	Hom Dip	16	A	3	
35296	YLR387C	chr12_5	Hom Dip	16	A	4	
35297	YLR388W	chr12_5	Hom Dip	16	A	5	
35298	YLR389C	chr12_5	Hom Dip	16	A	6	
35299	YLR390W	chr12_5	Hom Dip	16	A	7	
35300	YLR391W	chr12_5	Hom Dip	16	A	8	
35301	YLR392C	chr12_5	Hom Dip	16	A	9	
35302	YLR393W	chr12_5	Hom Dip	16	A	10	Uncharacterized content
35304	YLR395C	chr12_5	Hom Dip	16	A	11	
35305	YLR396C	chr12_5	Hom Dip	16	A	12	
35307	YLR398C	chr12_5	Hom Dip	16	B	1	
35308	YLR399C	chr12_5	Hom Dip	16	B	2	
35309	YLR400W	chr12_5	Hom Dip	16	B	3	
35310	YLR401C	chr12_5	Hom Dip	16	B	5	
35311	YLR402W	chr12_5	Hom Dip	16	B	6	
35312	YLR403W	chr12_5	Hom Dip	16	B	7	Uncharacterized content
35313	YLR404W	chr12_5	Hom Dip	16	B	8	
35314	YLR405W	chr12_5	Hom Dip	16	B	9	
35316	YLR407W	chr12_5	Hom Dip	16	B	10	
35317	YLR408C	chr12_5	Hom Dip	16	B	11	
35319	YLR410W	chr12_5	Hom Dip	16	B	12	
35320	YLR412W	chr12_5	Hom Dip	16	C	1	
35321	YLR413W	chr12_5	Hom Dip	16	C	2	
35322	YLR414C	chr12_5	Hom Dip	16	C	3	
35323	YLR415C	chr12_5	Hom Dip	16	C	4	
35324	YLR416C	chr12_5	Hom Dip	16	C	5	
35325	YLR417W	chr12_5	Hom Dip	16	C	6	
35326	YLR418C	chr12_5	Hom Dip	16	C	7	
35328	YLR421C	chr12_5	Hom Dip	16	C	8	
30481	YML089C	chr13_1b	Hom Dip	16	C	9	
30482	YML088W	chr13_1b	Hom Dip	16	C	10	
30483	YML087C	chr13_1b	Hom Dip	16	C	11	
30486	YML084W	chr13_1b	Hom Dip	16	C	12	
30487	YML083C	chr13_1b	Hom Dip	16	D	1	
30488	YML082W	chr13_1b	Hom Dip	16	D	2	
30489	YML081W	chr13_1b	Hom Dip	16	D	3	
30490	YML080W	chr13_1b	Hom Dip	16	D	4	
30491	YML079W	chr13_1b	Hom Dip	16	D	5	
30492	YML078W	chr13_1b	Hom Dip	16	D	6	
30507	YML063W	chr13_1b	Hom Dip	16	D	7	
30508	YML062C	chr13_1b	Hom Dip	16	D	8	
30509	YML061C	chr13_1b	Hom Dip	16	D	9	Uncharacterized content
30510	YML060W	chr13_1b	Hom Dip	16	D	10	
30511	YML059C	chr13_1b	Hom Dip	16	D	11	
30512	YML058W	chr13_1b	Hom Dip	16	D	12	
30513	YML057W	chr13_1b	Hom Dip	16	E	1	
30514	YML058C-A	chr13_1b	Hom Dip	16	E	2	
30515	YML056C	chr13_1b	Hom Dip	16	E	3	
30516	YML055W	chr13_1b	Hom Dip	16	E	4	
30517	YML054C	chr13_1b	Hom Dip	16	E	5	
30518	YML053C	chr13_1b	Hom Dip	16	E	6	
30519	YML052W	chr13_1b	Hom Dip	16	E	7	
30520	YML051W	chr13_1b	Hom Dip	16	E	8	
30521	YML050W	chr13_1b	Hom Dip	16	E	9	
30523	YML048W	chr13_1b	Hom Dip	16	E	10	
30524	YML048W-A	chr13_1b	Hom Dip	16	E	11	
30534	YML037C	chr13_2	Hom Dip	16	E	12	
30537	YML034W	chr13_2	Hom Dip	16	F	1	
30538	YML035C-A	chr13_2	Hom Dip	16	F	2	
30539	YML033W	chr13_2	Hom Dip	16	F	3	
30540	YML032C	chr13_2	Hom Dip	16	F	4	
30543	YML030W	chr13_2	Hom Dip	16	F	5	
30544	YML029W	chr13_2	Hom Dip	16	F	6	
30545	YML028W	chr13_2	Hom Dip	16	F	7	
30547	YML026C	chr13_2	Hom Dip	16	F	8	
30549	YML024W	chr13_2	Hom Dip	16	F	9	
30553	YML020W	chr13_2	Hom Dip	16	F	10	
30554	YML019W	chr13_2	Hom Dip	16	F	11	
30555	YML018C	chr13_2	Hom Dip	16	F	12	
30556	YML017W	chr13_2	Hom Dip	16	G	1	
30557	YML016C	chr13_2	Hom Dip	16	G	2	
30559	YML014W	chr13_2	Hom Dip	16	G	3	
30560	YML013W	chr13_2	Hom Dip	16	G	4	
30561	YML013C-A	chr13_2	Hom Dip	16	G	5	
30562	YML012W	chr13_2	Hom Dip	16	G	6	
30563	YML011C	chr13_2	Hom Dip	16	G	7	
30565	YML010W-A	chr13_2	Hom Dip	16	G	8	
30567	YML009c	chr13_2	Hom Dip	16	G	9	
30568	YML008C	chr13_2	Hom Dip	16	G	10	
30569	YML007W	chr13_2	Hom Dip	16	G	11	
30570	YML006C	chr13_2	Hom Dip	16	G	12	
30571	YML005W	chr13_2	Hom Dip	16	H	1	
30572	YML004C	chr13_2	Hom Dip	16	H	2	
30573	YML003W	chr13_2	Hom Dip	16	H	3	
30574	YML002W	chr13_2	Hom Dip	16	H	4	
30575	YML001W	chr13_2	Hom Dip	16	H	5	
30577	YMR002W	chr13_2	Hom Dip	16	H	6	
30578	YMR003W	chr13_2	Hom Dip	16	H	7	
30581	YMR006C	chr13_2	Hom Dip	16	H	8	
30582	YMR007W	chr13_2	Hom Dip	16	H	9	
30583	YMR008C	chr13_2	Hom Dip	16	H	10	
30584	YMR009W	chr13_2	Hom Dip	16	H	11	
30585	YMR010W	chr13_2	Hom Dip	16	H	12	
30586	YMR011W	chr13_2	Hom Dip	17	A	1	
30587	YMR012W	chr13_2	Hom Dip	17	A	2	
30589	YMR014W	chr13_2	Hom Dip	17	A	3	Uncharacterized content
30590	YMR015C	chr13_2	Hom Dip	17	A	4	
30591	YMR016C	chr13_2	Hom Dip	17	A	5	
30592	YMR017W	chr13_2	Hom Dip	17	A	6	
30593	YMR018W	chr13_2	Hom Dip	17	A	7	
30594	YMR019W	chr13_2	Hom Dip	17	A	8	
30595	YMR020W	chr13_2	Hom Dip	17	A	9	
30596	YMR021C	chr13_2	Hom Dip	17	A	10	Uncharacterized content
30597	YMR022W	chr13_2	Hom Dip	17	A	11	
30598	YMR023C	chr13_2	Hom Dip	17	A	12	
30599	YMR024W	chr13_2	Hom Dip	17	B	1	
30600	YMR025W	chr13_2	Hom Dip	17	B	2	
30601	YMR026C	chr13_2	Hom Dip	17	B	3	
30602	YMR027W	chr13_2	Hom Dip	17	B	4	
30604	YMR029C	chr13_2	Hom Dip	17	B	6	
30605	YMR030W	chr13_2	Hom Dip	17	B	7	
30606	YMR031W-A	chr13_2	Hom Dip	17	B	8	
30607	YMR031C	chr13_2	Hom Dip	17	B	9	
30608	YMR032W	chr13_2	Hom Dip	17	B	10	
30610	YMR034C	chr13_2	Hom Dip	17	B	11	
30611	YMR035W	chr13_2	Hom Dip	17	B	12	Uncharacterized content
30612	YMR036C	chr13_2	Hom Dip	17	C	1	
30614	YMR038C	chr13_2	Hom Dip	17	C	2	
30615	YMR039C	chr13_2	Hom Dip	17	C	3	
30616	YMR040W	chr13_2	Hom Dip	17	C	4	
30617	YMR041C	chr13_2	Hom Dip	17	C	5	
30618	YMR042W	chr13_2	Hom Dip	17	C	6	
30620	YMR044W	chr13_2	Hom Dip	17	C	7	
30721	YMR140W	chr13_4	Hom Dip	17	C	8	
30722	YMR141C	chr13_4	Hom Dip	17	C	9	
30724	YMR143W	chr13_4	Hom Dip	17	C	10	
30725	YMR144W	chr13_4	Hom Dip	17	C	11	
30726	YMR145C	chr13_4	Hom Dip	17	C	12	
30728	YMR147W	chr13_4	Hom Dip	17	D	1	
30729	YMR148W	chr13_4	Hom Dip	17	D	2	
30731	YMR151W	chr13_4	Hom Dip	17	D	3	Uncharacterized content
30732	YMR150C	chr13_4	Hom Dip	17	D	4	
30733	YMR152W	chr13_4	Hom Dip	17	D	5	
30734	YMR153W	chr13_4	Hom Dip	17	D	6	
30735	YMR153C-A	chr13_4	Hom Dip	17	D	7	
30737	YMR155W	chr13_4	Hom Dip	17	D	8	
30738	YMR156C	chr13_4	Hom Dip	17	D	9	
30739	YMR157C	chr13_4	Hom Dip	17	D	10	
30741	YMR158W-A	chr13_4	Hom Dip	17	D	11	
30742	YMR159C	chr13_4	Hom Dip	17	D	12	
30744	YMR161W	chr13_4	Hom Dip	17	E	1	
30745	YMR162C	chr13_4	Hom Dip	17	E	2	
30746	YMR163C	chr13_4	Hom Dip	17	E	3	
30747	YMR164C	chr13_4	Hom Dip	17	E	4	
30749	YMR166C	chr13_4	Hom Dip	17	E	5	
30750	YMR167W	chr13_4	Hom Dip	17	E	6	
30752	YMR169c	chr13_4	Hom Dip	17	E	7	
30753	YMR170C	chr13_4	Hom Dip	17	E	8	
30756	YMR172C-A	chr13_4	Hom Dip	17	E	9	
30758	YMR173W-A	chr13_4	Hom Dip	17	E	10	
30759	YMR174c	chr13_4	Hom Dip	17	E	11	
30760	YMR175w	chr13_4	Hom Dip	17	E	12	
30761	YMR176W	chr13_4	Hom Dip	17	F	1	
30762	YMR177W	chr13_4	Hom Dip	17	F	2	
30763	YMR178W	chr13_4	Hom Dip	17	F	3	
30764	YMR179W	chr13_4	Hom Dip	17	F	4	
30765	YMR180C	chr13_4	Hom Dip	17	F	5	
30767	YMR182C	chr13_4	Hom Dip	17	F	6	
30768	YMR183C	chr13_4	Hom Dip	17	F	7	
30769	YMR184W	chr13_4	Hom Dip	17	F	8	
30771	YMR186W	chr13_4	Hom Dip	17	F	9	
30772	YMR187C	chr13_4	Hom Dip	17	F	10	
30773	YMR188C	chr13_4	Hom Dip	17	F	11	Uncharacterized content
30774	YMR189W	chr13_4	Hom Dip	17	F	12	
30775	YMR190C	chr13_4	Hom Dip	17	G	1	
37314	YMR191W	chr00_17b	Hom Dip	17	G	2	
30777	YMR192W	chr13_4	Hom Dip	17	G	3	
30778	YMR193W	chr13_4	Hom Dip	17	G	4	Uncharacterized content
30779	YMR194W	chr13_4	Hom Dip	17	G	5	
30780	YMR193C-A	chr13_4	Hom Dip	17	G	6	
30781	YMR195W	chr13_4	Hom Dip	17	G	7	
30782	YMR196W	chr13_4	Hom Dip	17	G	8	
30785	YMR199W	chr13_4	Hom Dip	17	G	9	
30787	YMR201C	chr13_4	Hom Dip	17	G	10	
30788	YMR202W	chr13_4	Hom Dip	17	G	11	
30790	YMR204C	chr13_4	Hom Dip	17	G	12	
30791	YMR205C	chr13_4	Hom Dip	17	H	1	
30792	YMR206W	chr13_4	Hom Dip	17	H	2	
30793	YMR207C	chr13_4	Hom Dip	17	H	3	
30796	YMR210W	chr13_4	Hom Dip	17	H	4	
30800	YMR214W	chr13_4	Hom Dip	17	H	5	
30801	YMR215W	chr13_4	Hom Dip	17	H	6	
30802	YMR216C	chr13_4	Hom Dip	17	H	7	
30805	YMR219W	chr13_4	Hom Dip	17	H	8	
30807	YMR221C	chr13_4	Hom Dip	17	H	9	
30808	YMR222C	chr13_4	Hom Dip	17	H	10	
30809	YMR223W	chr13_4	Hom Dip	17	H	11	
30810	YMR224C	chr13_4	Hom Dip	17	H	12	
30811	YMR225C	chr13_4	Hom Dip	18	A	1	
30812	YMR226C	chr13_4	Hom Dip	18	A	2	
30814	YMR228W	chr13_4	Hom Dip	18	A	3	Uncharacterized content
30816	YMR230W	chr13_4	Hom Dip	18	A	4	
30818	YMR232W	chr13_5	Hom Dip	18	A	5	
30819	YMR233W	chr13_5	Hom Dip	18	A	6	
30820	YMR234W	chr13_5	Hom Dip	18	A	7	
30823	YMR237W	chr13_5	Hom Dip	18	A	8	
30824	YMR238W	chr13_5	Hom Dip	18	A	9	
30827	YMR241W	chr13_5	Hom Dip	18	A	10	
30828	YMR242C	chr13_5	Hom Dip	18	A	11	
30829	YMR243C	chr13_5	Hom Dip	18	A	12	
30830	YMR244W	chr13_5	Hom Dip	18	B	1	
30831	YMR245W	chr13_5	Hom Dip	18	B	2	
30832	YMR244C-A	chr13_5	Hom Dip	18	B	3	
30833	YMR246W	chr13_5	Hom Dip	18	B	4	
30834	YMR247C	chr13_5	Hom Dip	18	B	5	
30835	YMR250W	chr13_5	Hom Dip	18	B	7	
30836	YMR251W	chr13_5	Hom Dip	18	B	8	
30837	YMR251W-A	chr13_5	Hom Dip	18	B	9	
30838	YMR252C	chr13_5	Hom Dip	18	B	10	
30839	YMR253C	chr13_5	Hom Dip	18	B	11	
30840	YMR254C	chr13_5	Hom Dip	18	B	12	
30841	YMR255W	chr13_5	Hom Dip	18	C	1	
30842	YMR256C	chr13_5	Hom Dip	18	C	2	
30843	YMR257C	chr13_5	Hom Dip	18	C	3	
30844	YMR258C	chr13_5	Hom Dip	18	C	4	
30845	YMR259C	chr13_5	Hom Dip	18	C	5	
30847	YMR261C	chr13_5	Hom Dip	18	C	6	
30848	YMR262W	chr13_5	Hom Dip	18	C	7	
30849	YMR263W	chr13_5	Hom Dip	18	C	8	
30850	YMR264W	chr13_5	Hom Dip	18	C	9	
30851	YMR265C	chr13_5	Hom Dip	18	C	10	
30852	YMR266W	chr13_5	Hom Dip	18	C	11	
30853	YMR267W	chr13_5	Hom Dip	18	C	12	Uncharacterized content
30855	YMR269W	chr13_5	Hom Dip	18	D	1	
30858	YMR272C	chr13_5	Hom Dip	18	D	2	
30859	YMR273C	chr13_5	Hom Dip	18	D	3	
30860	YMR274C	chr13_5	Hom Dip	18	D	4	
30861	YMR275C	chr13_5	Hom Dip	18	D	5	
30862	YMR276W	chr13_5	Hom Dip	18	D	6	
30864	YMR278W	chr13_5	Hom Dip	18	D	7	
30866	YMR280C	chr13_5	Hom Dip	18	D	8	
30868	YMR282C	chr13_5	Hom Dip	18	D	9	Uncharacterized content
30869	YMR283C	chr13_5	Hom Dip	18	D	10	
30870	YMR284W	chr13_5	Hom Dip	18	D	11	
30871	YMR285C	chr13_5	Hom Dip	18	D	12	
30872	YMR286W	chr13_5	Hom Dip	18	E	1	Uncharacterized content
30873	YMR287C	chr13_5	Hom Dip	18	E	2	Uncharacterized content
30875	YMR289W	chr13_5	Hom Dip	18	E	3	
30878	YMR291W	chr13_5	Hom Dip	18	E	4	
30879	YMR292W	chr13_5	Hom Dip	18	E	5	
30880	YMR293C	chr13_5	Hom Dip	18	E	6	Uncharacterized content
30881	YMR294W	chr13_5	Hom Dip	18	E	7	
30882	YMR294W-A	chr13_5	Hom Dip	18	E	8	
30883	YMR295C	chr13_5	Hom Dip	18	E	9	
30885	YMR297W	chr13_5	Hom Dip	18	E	10	
30887	YMR299C	chr13_5	Hom Dip	18	E	11	
30888	YMR300C	chr13_5	Hom Dip	18	E	12	
30890	YMR302C	chr13_5	Hom Dip	18	F	1	
30891	YMR303C	chr13_5	Hom Dip	18	F	2	
30892	YMR304W	chr13_5	Hom Dip	18	F	3	
30893	YMR304C-A	chr13_5	Hom Dip	18	F	4	
30894	YMR305C	chr13_5	Hom Dip	18	F	5	
30896	YMR306C-A	chr13_5	Hom Dip	18	F	6	
30897	YMR307W	chr13_5	Hom Dip	18	F	7	
30900	YMR310C	chr13_5	Hom Dip	18	F	8	
31105	YNL339C	chr14_1	Hom Dip	18	F	9	
31106	YNL338W	chr14_1	Hom Dip	18	F	10	
31108	YNL336W	chr14_1	Hom Dip	18	F	11	
31109	YNL335W	chr14_1	Hom Dip	18	F	12	
31110	YNL334C	chr14_1	Hom Dip	18	G	1	
31111	YNL333W	chr14_1	Hom Dip	18	G	2	
31112	YNL332W	chr14_1	Hom Dip	18	G	3	
31115	YNL329C	chr14_1	Hom Dip	18	G	4	
31116	YNL328C	chr14_1	Hom Dip	18	G	5	
31117	YNL327W	chr14_1	Hom Dip	18	G	6	
31118	YNL326C	chr14_1	Hom Dip	18	G	7	
31119	YNL324W	chr14_1	Hom Dip	18	G	8	
31120	YNL325C	chr14_1	Hom Dip	18	G	9	
31121	YNL323W	chr14_1	Hom Dip	18	G	10	
31122	YNL322C	chr14_1	Hom Dip	18	G	11	
31123	YNL321W	chr14_1	Hom Dip	18	G	12	
31125	YNL319W	chr14_1	Hom Dip	18	H	1	Uncharacterized content
31126	YNL318C	chr14_1	Hom Dip	18	H	2	
31130	YNL314W	chr14_1	Hom Dip	18	H	3	
31133	YNL311C	chr14_1	Hom Dip	18	H	4	
31137	YNL307C	chr14_1	Hom Dip	18	H	5	
31139	YNL305C	chr14_1	Hom Dip	18	H	6	
31140	YNL304W	chr14_1	Hom Dip	18	H	7	
31141	YNL303W	chr14_1	Hom Dip	18	H	8	
31143	YNL301C	chr14_1	Hom Dip	18	H	9	
31145	YNL299W	chr14_1	Hom Dip	18	H	10	
31147	YNL296W	chr14_1	Hom Dip	18	H	11	
31148	YNL297C	chr14_1	Hom Dip	18	H	12	
31149	YNL295W	chr14_1	Hom Dip	19	A	1	
31150	YNL294C	chr14_1	Hom Dip	19	A	2	
31151	YNL293W	chr14_1	Hom Dip	19	A	3	
31152	YNL292W	chr14_1	Hom Dip	19	A	4	
31153	YNL291C	chr14_1	Hom Dip	19	A	5	
31155	YNL289W	chr14_1	Hom Dip	19	A	6	
31156	YNL288W	chr14_1	Hom Dip	19	A	7	
31158	YNL286W	chr14_1	Hom Dip	19	A	8	
31159	YNL285W	chr14_1	Hom Dip	19	A	9	
31161	YNL283C	chr14_1	Hom Dip	19	A	10	
31163	YNL281W	chr14_1	Hom Dip	19	A	11	
31164	YNL280C	chr14_1	Hom Dip	19	A	12	Uncharacterized content
31166	YNL278W	chr14_1	Hom Dip	19	B	1	
31169	YNL275W	chr14_1	Hom Dip	19	B	2	
31171	YNL273W	chr14_1	Hom Dip	19	B	3	
31173	YNL271C	chr14_1	Hom Dip	19	B	4	
31174	YNL270C	chr14_1	Hom Dip	19	B	5	
31175	YNL269W	chr14_1	Hom Dip	19	B	6	
31178	YNL266W	chr14_1	Hom Dip	19	B	8	
31179	YNL265C	chr14_1	Hom Dip	19	B	9	
31180	YNL264C	chr14_1	Hom Dip	19	B	10	
31185	YNL259C	chr14_1	Hom Dip	19	B	11	
31187	YNL257C	chr14_1	Hom Dip	19	B	12	
31189	YNL255C	chr14_1	Hom Dip	19	C	1	
31190	YNL254C	chr14_1	Hom Dip	19	C	2	
31191	YNL253W	chr14_1	Hom Dip	19	C	3	
31195	YNL249C	chr14_1	Hom Dip	19	C	4	
31196	YNL248C	chr14_1	Hom Dip	19	C	5	
31198	YNL246W	chr14_1	Hom Dip	19	C	6	
31970	YNL242W	chr14_2	Hom Dip	19	C	7	
31973	YNL239W	chr14_2	Hom Dip	19	C	8	
31975	YNL237W	chr14_2	Hom Dip	19	C	9	
31976	YNL236W	chr14_2	Hom Dip	19	C	10	
31977	YNL235C	chr14_2	Hom Dip	19	C	11	
31979	YNL233W	chr14_2	Hom Dip	19	C	12	
31981	YNL231C	chr14_2	Hom Dip	19	D	1	
31982	YNL230C	chr14_2	Hom Dip	19	D	2	
31983	YNL229C	chr14_2	Hom Dip	19	D	3	
31984	YNL228W	chr14_2	Hom Dip	19	D	4	Uncharacterized content
31985	YNL226W	chr14_2	Hom Dip	19	D	5	Uncharacterized content
31986	YNL227C	chr14_2	Hom Dip	19	D	6	Uncharacterized content
31987	YNL225C	chr14_2	Hom Dip	19	D	7	Uncharacterized content
31988	YNL224C	chr14_2	Hom Dip	19	D	8	
31993	YNL219C	chr14_2	Hom Dip	19	D	9	
31995	YNL217W	chr14_2	Hom Dip	19	D	10	
31997	YNL215W	chr14_2	Hom Dip	19	D	11	
31998	YNL214W	chr14_2	Hom Dip	19	D	12	
32000	YNL212W	chr14_2	Hom Dip	19	E	1	
32001	YNL211C	chr14_2	Hom Dip	19	E	2	
32006	YNL206C	chr14_2	Hom Dip	19	E	3	
32007	YNL205C	chr14_2	Hom Dip	19	E	4	
32008	YNL204C	chr14_2	Hom Dip	19	E	5	
32009	YNL202W	chr14_2	Hom Dip	19	E	6	
32010	YNL203C	chr14_2	Hom Dip	19	E	7	
32011	YNL201C	chr14_2	Hom Dip	19	E	8	
32012	YNL200C	chr14_2	Hom Dip	19	E	9	
32013	YNL199C	chr14_2	Hom Dip	19	E	10	
32014	YNL198C	chr14_2	Hom Dip	19	E	11	
32015	YNL197C	chr14_2	Hom Dip	19	E	12	
32016	YNL196C	chr14_2	Hom Dip	19	F	1	
32017	YNL195C	chr14_2	Hom Dip	19	F	2	
32018	YNL194C	chr14_2	Hom Dip	19	F	3	
32019	YNL193W	chr14_2	Hom Dip	19	F	4	
32021	YNL191W	chr14_2	Hom Dip	19	F	5	
32022	YNL190W	chr14_2	Hom Dip	19	F	6	
32025	YNL187W	chr14_2	Hom Dip	19	F	7	
32028	YNL184C	chr14_2	Hom Dip	19	F	8	Uncharacterized content
32029	YNL183C	chr14_2	Hom Dip	19	F	9	
32033	YNL179C	chr14_2	Hom Dip	19	F	10	
32035	YNL177C	chr14_2	Hom Dip	19	F	11	
32036	YNL176C	chr14_2	Hom Dip	19	F	12	
32038	YNL175C	chr14_2	Hom Dip	19	G	1	
32039	YNL173C	chr14_2	Hom Dip	19	G	2	
32041	YNL170W	chr14_2	Hom Dip	19	G	3	Uncharacterized content
32044	YNL168C	chr14_2	Hom Dip	19	G	4	
32052	YNL160W	chr14_2	Hom Dip	19	G	5	
32053	YNL159C	chr14_2	Hom Dip	19	G	6	
32055	YNL157W	chr14_2	Hom Dip	19	G	7	
32057	YNL155W	chr14_2	Hom Dip	19	G	8	
32058	YNL154C	chr14_2	Hom Dip	19	G	9	
32064	YNL148C	chr14_2	Hom Dip	19	G	10	
31777	YOR001W	chr15_1	Hom Dip	19	G	11	
31778	YOR002W	chr15_1	Hom Dip	19	G	12	
31779	YOR003W	chr15_1	Hom Dip	19	H	1	
31781	YOR005C	chr15_1	Hom Dip	19	H	2	
31782	YOR006C	chr15_1	Hom Dip	19	H	3	
31783	YOR007C	chr15_1	Hom Dip	19	H	4	
31784	YOR008C	chr15_1	Hom Dip	19	H	5	
31785	YOR009W	chr15_1	Hom Dip	19	H	6	
31786	YOR010C	chr15_1	Hom Dip	19	H	7	
31787	YOR011W	chr15_1	Hom Dip	19	H	8	
31788	YOR012W	chr15_1	Hom Dip	19	H	9	
31789	YOR013W	chr15_1	Hom Dip	19	H	10	
31790	YOR014W	chr15_1	Hom Dip	19	H	11	
31791	YOR015W	chr15_1	Hom Dip	19	H	12	
31792	YOR016C	chr15_1	Hom Dip	20	A	1	
31793	YOR017W	chr15_1	Hom Dip	20	A	2	
31794	YOR018W	chr15_1	Hom Dip	20	A	3	
31795	YOR019W	chr15_1	Hom Dip	20	A	4	
31797	YOR021C	chr15_1	Hom Dip	20	A	5	
31798	YOR022C	chr15_1	Hom Dip	20	A	6	
31799	YOR023C	chr15_1	Hom Dip	20	A	7	
31800	YOR024W	chr15_1	Hom Dip	20	A	8	
31801	YOR025W	chr15_1	Hom Dip	20	A	9	
31802	YOR026W	chr15_1	Hom Dip	20	A	10	
31803	YOR027W	chr15_1	Hom Dip	20	A	11	
31804	YOR028C	chr15_1	Hom Dip	20	A	12	
31805	YOR029W	chr15_1	Hom Dip	20	B	1	
31806	YOR030W	chr15_1	Hom Dip	20	B	2	
31807	YOR031W	chr15_1	Hom Dip	20	B	3	
31808	YOR032C	chr15_1	Hom Dip	20	B	4	
31809	YOR033C	chr15_1	Hom Dip	20	B	5	
31810	YOR034C	chr15_1	Hom Dip	20	B	6	
31811	YOR035C	chr15_1	Hom Dip	20	B	7	
31812	YOR036W	chr15_1	Hom Dip	20	B	9	
31813	YOR037W	chr15_1	Hom Dip	20	B	10	Uncharacterized content
31814	YOR038C	chr15_1	Hom Dip	20	B	11	
31815	YOR039W	chr15_1	Hom Dip	20	B	12	
31816	YOR040W	chr15_1	Hom Dip	20	C	1	
31817	YOR041C	chr15_1	Hom Dip	20	C	2	
31818	YOR042W	chr15_1	Hom Dip	20	C	3	
31819	YOR043W	chr15_1	Hom Dip	20	C	4	
31820	YOR044W	chr15_1	Hom Dip	20	C	5	
31821	YOR045W	chr15_1	Hom Dip	20	C	6	
31823	YOR047C	chr15_1	Hom Dip	20	C	7	
31825	YOR049C	chr15_1	Hom Dip	20	C	8	
31826	YOR050C	chr15_1	Hom Dip	20	C	9	
31827	YOR051C	chr15_1	Hom Dip	20	C	10	
31828	YOR052C	chr15_1	Hom Dip	20	C	11	
31829	YOR053W	chr15_1	Hom Dip	20	C	12	
31830	YOR054C	chr15_1	Hom Dip	20	D	1	
31831	YOR055W	chr15_1	Hom Dip	20	D	2	
31834	YOR058C	chr15_1	Hom Dip	20	D	3	
31835	YOR059C	chr15_1	Hom Dip	20	D	4	
31837	YOR061W	chr15_1	Hom Dip	20	D	5	
31838	YOR062C	chr15_1	Hom Dip	20	D	6	
31840	YOR064C	chr15_1	Hom Dip	20	D	7	
31841	YOR065W	chr15_1	Hom Dip	20	D	8	Uncharacterized content
31842	YOR066W	chr15_1	Hom Dip	20	D	9	
31843	YOR067C	chr15_1	Hom Dip	20	D	10	
31844	YOR068C	chr15_1	Hom Dip	20	D	11	
31845	YOR069W	chr15_1	Hom Dip	20	D	12	
31846	YOR070C	chr15_1	Hom Dip	20	E	1	
31847	YOR071C	chr15_1	Hom Dip	20	E	2	
31848	YOR072W	chr15_1	Hom Dip	20	E	3	
31849	YOR073W	chr15_1	Hom Dip	20	E	4	
31852	YOR076C	chr15_1	Hom Dip	20	E	5	
31854	YOR078W	chr15_1	Hom Dip	20	E	6	
31855	YOR079C	chr15_1	Hom Dip	20	E	7	
31856	YOR080W	chr15_1	Hom Dip	20	E	8	
31857	YOR081C	chr15_1	Hom Dip	20	E	9	
31858	YOR082C	chr15_1	Hom Dip	20	E	10	
31859	YOR083W	chr15_1	Hom Dip	20	E	11	
31860	YOR084W	chr15_1	Hom Dip	20	E	12	
31861	YOR085W	chr15_1	Hom Dip	20	F	1	
31862	YOR086C	chr15_1	Hom Dip	20	F	2	
31863	YOR087W	chr15_1	Hom Dip	20	F	3	
31864	YOR088W	chr15_1	Hom Dip	20	F	4	
31865	YOR089C	chr15_1	Hom Dip	20	F	5	
31866	YOR090C	chr15_1	Hom Dip	20	F	6	
31867	YOR091W	chr15_1	Hom Dip	20	F	7	
